key,x,y,z,qw,qx,qy,qz
6989586621679009994,48.00736955111002,283.06313399814286,14.920884667120694,-0.03825625810782174,0.9647719103129091,0.25818246805807776,-0.0330670980614797
6989586621679009995,49.83938014713271,284.2283527024238,14.915331338663512,-0.03165516803696057,0.975534816917584,0.21674716507925718,-0.01871998259168054
6989586621679009996,51.581460377756386,285.30502827193834,14.929953037774265,-0.015960469300979573,0.975780225364005,0.21797410941749146,-0.009246774135640528
6989586621679009997,53.43517514224256,286.32895141520413,14.908927258863184,-0.03411606898833697,0.977581778545099,0.2062423528752475,-0.025180388675834234
6989586621679009998,55.23668115451835,287.283846520109,14.91527954046065,-0.014288665732994338,0.9831884209588425,0.17792870453569215,-0.03844137128509866
6989586621679009999,57.09681898438982,288.2676947733791,14.880357406574394,-0.014264437603508135,0.9758125145302768,0.2139970878138645,-0.04232858033455881
6989586621679010000,59.02092780569203,289.29440444139846,14.918158289264198,-0.02613871121940363,0.9653548068793659,0.2573374532772569,-0.03441365646754629
6989586621679010001,60.8617469955865,290.391839604759,14.903708863808404,-0.017469429739793135,0.9793357415575372,0.20096501324020163,-0.014470237934493058
6989586621679010002,62.665750528356064,291.3104213590841,14.894739858198076,-0.03820836033190354,0.9889021655114671,0.14283561462848768,-0.014512595949048185
6989586621679010003,64.48513210419114,292.2214976179055,14.91647828126302,-0.026785596523322595,0.9799505377905042,0.19740733674125924,-0.0031334810856923586
6989586621679010004,66.35051373306253,293.15752945476015,14.968252878124279,-0.027181411040328386,0.9817465487156345,0.18581377514525382,0.030135128091087437
6989586621679010005,68.16230442813134,294.31305106062814,14.913594867694009,0.007499894874191234,0.9716558960457176,0.23626387910628577,0.002819696104221506
6989586621679010006,69.92000523516224,295.4265708242133,15.005469902199383,-0.000494620796802268,0.9657599001393894,0.25281943336366747,-0.05822288851214988
6989586621679010007,71.7900048641253,296.4417087594487,14.915215894228119,-0.06552731017137027,0.979960112210322,0.17630808277533266,-0.06557293684535336
6989586621679010008,73.602425095009,297.3858024566924,14.502832778050038,-0.09969439817901833,0.983056546474713,0.14710617531268938,-0.044951380288108245
6989586621679010009,75.04722207832474,298.4645062817261,13.603811025818702,-0.06964794766277471,0.9261431756582125,0.37063260168612056,-0.006281411900386924
6989586621679010011,76.05533131396439,302.35654833110584,13.200584306149075,0.017954315045643748,0.7041846620463793,0.7038305406585541,-0.09178330102015198
6989586621679010012,76.07976927015798,304.44305946232254,13.325628481925403,0.01873189277602349,0.7129855049779857,0.6953988532309779,-0.08787047746174513
6989586621679010013,76.02852592080617,306.5944353026768,13.349468516181187,-0.013996854600912892,0.719905304400197,0.6906368502159281,-0.06753652257528786
6989586621679010014,75.8071188284338,308.63831136351405,13.306275933681498,0.01283459912665182,0.6936772596287732,0.7197918288358921,-0.02338494559017568
